Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;A. Merceron;6;36;0,6;6,6;2;3;0,666666667;2;3;0,666666667;0;0;;0;0;;;;;;;;;4;0;1;1;1;0;0;0;0;1;0;6;5;4;A. Merceron
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;N. Fofana;19;1;0,02;19,02;4;7;0,571428571;3;6;0,5;1;1;1;0;0;;;;;;;;;9;1;3;4;1;0;0;0;0;1;1;-1;11;7;N. Fofana
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;M. Dursus;13;59;0,98;13,98;3;3;1;3;3;1;0;0;;5;5;1;;;;;;;;11;0;0;0;3;0;3;0;0;1;3;7;17;8;M. Dursus
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;I. Arrondo;9;7;0,12;9,12;1;2;0,5;0;0;;1;2;0,5;0;2;0;;;;;;;;3;0;2;2;0;0;1;0;0;0;1;11;3;9;I. Arrondo
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;L. Lacan;25;37;0,62;25,62;10;15;0,666666667;5;6;0,833333333;5;9;0,555555556;2;4;0,5;;;;;;;;27;1;3;4;2;4;4;0;0;3;6;22;26;32;L. Lacan
23-24;18;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;31;71;0,436619718;20;42;0,476190476;11;29;0,379310345;9;13;0,692307692;29;32;0;12;54;20;13;82;11;29;40;21;14;12;2;1;14;16;0;99;;TOTAUX EQUIPE
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Starter;J. Wojta;21;30;0,5;21,5;3;7;0,428571429;1;2;0,5;2;5;0,4;2;4;0,5;;;;;;;;10;1;3;4;3;0;0;0;0;3;4;-5;11;2;J. Wojta
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Starter;M. Kaba;26;39;0,65;26,65;6;14;0,428571429;6;13;0,461538462;0;1;0;2;5;0,4;;;;;;;;14;2;2;4;0;3;2;1;1;5;3;1;7;5;M. Kaba
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Starter;J. Bailey;35;41;0,68;35,68;6;12;0,5;4;8;0,5;2;4;0,5;4;5;0,8;;;;;;;;18;2;6;8;3;2;3;0;1;2;6;-1;23;10;J. Bailey
23-24;19;Championat de France;Domicile;Defaite;Bourges;Capitaine;Starter;K. Elenga;30;28;0,47;30,47;2;7;0,285714286;1;5;0,2;1;2;0,5;1;2;0,5;;;;;;;;6;1;6;7;0;1;2;0;0;4;2;-3;8;18;K. Elenga(C)
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Starter;O. Monpierre;16;25;0,42;16,42;1;2;0,5;1;1;1;0;1;0;1;1;1;;;;;;;;3;1;2;3;2;1;0;0;0;1;1;-3;6;31;O. Monpierre
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;A. Merceron;13;29;0,48;13,48;3;5;0,6;3;3;1;0;2;0;0;0;;;;;;;;;6;0;0;0;0;1;1;0;0;0;0;-13;4;4;A. Merceron
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;N. Fofana;11;30;0,5;11,5;0;4;0;0;4;0;0;0;;0;0;;;;;;;;;0;1;1;2;1;2;0;0;0;2;0;-16;-3;7;N. Fofana
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;I. Arrondo;14;24;0,4;14,4;0;2;0;0;0;;0;2;0;0;0;;;;;;;;;0;0;1;1;1;1;0;0;0;0;1;-2;-1;9;I. Arrondo
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;M. Ounounou;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;13;M. Ounounou
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;C. Perdriau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;14;C. Perdriau
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;L. Lacan;29;55;0,92;29,92;0;5;0;0;3;0;0;2;0;0;0;;;;;;;;;0;0;2;2;4;6;3;0;0;1;2;-23;-2;32;L. Lacan
23-24;19;Championat de France;Domicile;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;21;58;0,362068966;16;39;0,41025641;5;19;0,263157895;10;17;0,588235294;15;28;9;9;6;2;10;57;8;23;31;14;18;11;1;2;18;19;0;52;;TOTAUX EQUIPE
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;J. Wojta;22;26;0,43;22,43;6;11;0,545454545;4;7;0,571428571;2;4;0,5;2;2;1;;;;;;;;16;2;3;5;2;3;3;0;0;4;3;-1;18;2;J. Wojta
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;M. Kaba;34;50;0,83;34,83;4;9;0,444444444;4;9;0,444444444;0;0;;0;2;0;;;;;;;;8;2;2;4;2;1;1;0;0;3;3;6;7;5;M. Kaba
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;J. Bailey;32;4;0,07;32,07;2;10;0,2;1;4;0,25;1;6;0,166666667;1;2;0,5;;;;;;;;6;2;12;14;5;6;5;0;1;2;3;6;15;10;J. Bailey
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;Capitaine;Starter;K. Elenga;27;24;0,4;27,4;1;7;0,142857143;0;2;0;1;5;0,2;0;0;;;;;;;;;3;2;3;5;4;1;1;0;2;1;0;-8;6;18;K. Elenga(C)
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;O. Monpierre;11;34;0,57;11,57;0;5;0;0;2;0;0;3;0;2;2;1;;;;;;;;2;1;1;2;1;1;0;0;0;3;1;-6;-1;31;O. Monpierre
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;A. Merceron;18;49;0,82;18,82;2;9;0,222222222;1;6;0,166666667;1;3;0,333333333;2;2;1;;;;;;;;7;2;2;4;0;0;0;0;0;0;1;11;4;4;A. Merceron
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;N. Fofana;13;46;0,77;13,77;3;7;0,428571429;3;6;0,5;0;1;0;0;1;0;;;;;;;;6;0;3;3;2;0;1;0;0;1;3;12;7;7;N. Fofana
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;M. Dursus;1;14;0,23;1,23;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;1;0;-1;1;8;M. Dursus
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;I. Arrondo;13;30;0,5;13,5;2;2;1;1;1;1;1;1;1;0;0;;;;;;;;;5;0;1;1;1;2;0;0;0;1;1;-2;5;9;I. Arrondo
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;L. Lacan;24;23;0,38;24,38;4;9;0,444444444;2;6;0,333333333;2;3;0,666666667;2;4;0,5;;;;;;;;12;0;3;3;2;1;2;0;0;3;3;3;11;32;L. Lacan
23-24;20;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;24;69;0,347826087;16;43;0,372093023;8;26;0,307692308;9;15;0,6;;;;;;;;65;12;32;44;20;15;13;0;3;20;18;0;76;;TOTAUX EQUIPE
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;J. Wojta;24;24;0,4;24,4;0;4;0;0;3;0;0;1;0;2;2;1;;;;;;;;2;2;1;3;1;2;0;0;0;1;2;-4;0;2;J. Wojta
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;M. Kaba;30;9;0,15;30,15;3;6;0,5;3;6;0,5;0;0;;4;6;0,666666667;;;;;;;;10;0;5;5;1;2;0;0;0;4;7;-8;9;5;M. Kaba
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;J. Bailey;28;19;0,32;28,32;1;5;0,2;1;2;0,5;0;3;0;2;6;0,333333333;;;;;;;;4;0;3;3;4;0;3;1;1;3;5;-7;7;10;J. Bailey
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;Capitaine;Starter;K. Elenga;22;1;0,02;22,02;2;11;0,181818182;2;7;0,285714286;0;4;0;0;2;0;;;;;;;;4;4;0;4;0;1;2;0;1;3;1;-8;-2;18;K. Elenga(C)
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Starter;O. Monpierre;15;53;0,88;15,88;2;6;0,333333333;2;3;0,666666667;0;3;0;2;2;1;;;;;;;;6;1;1;2;2;3;1;0;0;1;1;-17;4;31;O. Monpierre
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;A. Merceron;8;49;0,82;8,82;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;2;0;2;0;1;0;0;0;1;0;1;1;4;A. Merceron
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;N. Fofana;19;50;0,83;19,83;6;11;0,545454545;5;9;0,555555556;1;2;0,5;1;1;1;;;;;;;;14;3;0;3;0;0;2;1;1;1;1;-8;15;7;N. Fofana
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;M. Dursus;5;32;0,53;5,53;2;3;0,666666667;2;2;1;0;1;0;0;0;;;;;;;;;4;1;1;2;1;2;0;0;0;2;0;3;4;8;M. Dursus
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;I. Arrondo;13;31;0,52;13,52;2;3;0,666666667;1;2;0,5;1;1;1;0;0;;;;;;;;;5;1;1;2;4;1;1;0;0;2;1;4;10;9;I. Arrondo
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;L. Lacan;31;32;0,53;31,53;5;14;0,357142857;3;6;0,5;2;8;0,25;8;8;1;;;;;;;;20;0;2;2;1;1;5;0;1;2;7;-1;18;32;L. Lacan
23-24;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;23;63;0,365079365;19;40;0,475;4;23;0,173913043;19;27;0,703703704;;;;;;;;69;16;14;30;14;13;14;2;4;20;25;0;68;;TOTAUX EQUIPE
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Starter;J. Wojta;16;52;0,87;16,87;0;3;0;0;2;0;0;1;0;0;0;;;;;;;;;0;2;3;5;1;3;0;0;0;2;1;-8;0;2;J. Wojta
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Starter;M. Kaba;34;54;0,9;34,9;5;11;0,454545455;5;10;0,5;0;1;0;3;6;0,5;;;;;;;;13;0;2;2;4;1;2;0;1;1;4;8;11;5;M. Kaba
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Starter;J. Bailey;30;46;0,77;30,77;3;10;0,3;3;4;0,75;0;6;0;0;2;0;;;;;;;;6;2;8;10;4;1;3;0;0;3;2;6;13;10;J. Bailey
23-24;22;Championat de France;Domicile;Victoire;Tarbes;Capitaine;Starter;K. Elenga;25;38;0,63;25,63;5;8;0,625;3;4;0,75;2;4;0,5;3;4;0,75;;;;;;;;15;1;0;1;0;2;0;1;0;3;2;6;11;18;K. Elenga(C)
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Starter;O. Monpierre;21;32;0,53;21,53;0;5;0;0;2;0;0;3;0;2;4;0,5;;;;;;;;2;1;4;5;3;0;2;1;0;0;3;6;6;31;O. Monpierre
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Merceron;8;4;0,07;8,07;0;1;0;0;0;;0;1;0;0;0;;;;;;;;;0;2;1;3;0;0;0;0;0;0;1;-5;2;4;A. Merceron
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;N. Fofana;12;44;0,73;12,73;2;5;0,4;2;4;0,5;0;1;0;0;0;;;;;;;;;4;0;1;1;0;1;0;0;0;1;0;-4;1;7;N. Fofana
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;M. Dursus;18;26;0,43;18,43;2;6;0,333333333;2;3;0,666666667;0;3;0;8;8;1;;;;;;;;12;1;1;2;2;1;0;0;0;0;5;16;11;8;M. Dursus
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;I. Arrondo;3;37;0,62;3,62;0;2;0;0;0;;0;2;0;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-3;-2;9;I. Arrondo
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;L. Lacan;27;27;0,45;27,45;6;8;0,75;1;1;1;5;7;0,714285714;2;2;1;;;;;;;;19;0;4;4;4;1;0;0;0;1;2;3;24;32;L. Lacan
23-24;22;Championat de France;Domicile;Victoire;Tarbes;;Banc;TOTAUX EQUIPE;;;;;23;59;0,389830508;16;30;0,533333333;7;29;0,24137931;18;26;0,692307692;;;;;;;;71;12;29;41;18;10;7;2;1;11;20;0;85;;TOTAUX EQUIPE
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Starter;J. Wojta;30;58;0,97;30,97;2;8;0,25;1;5;0,2;1;3;0,333333333;4;4;1;;;;;;;;9;5;2;7;1;1;2;0;0;4;3;-1;12;2;J. Wojta
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Starter;N. Fofana;11;38;0,63;11,63;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;2;2;0;3;2;0;0;5;0;-8;0;7;N. Fofana
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Starter;J. Bailey;33;21;0,35;33,35;6;21;0,285714286;1;10;0,1;5;11;0,454545455;5;8;0,625;;;;;;;;22;7;3;10;5;2;3;0;0;3;5;-6;20;10;J. Bailey
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;Capitaine;Starter;K. Elenga;29;44;0,73;29,73;2;7;0,285714286;1;3;0,333333333;1;4;0,25;0;0;;;;;;;;;5;1;1;2;2;3;2;0;0;4;1;-13;3;18;K. Elenga(C)
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Starter;O. Monpierre;15;22;0,37;15,37;1;6;0,166666667;1;5;0,2;0;1;0;4;4;1;;;;;;;;6;1;2;3;0;1;1;1;0;4;2;-1;5;31;O. Monpierre
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;A. Merceron;20;17;0,28;20,28;2;4;0,5;1;3;0,333333333;1;1;1;4;4;1;;;;;;;;9;2;1;3;1;2;0;0;0;0;3;-11;9;4;A. Merceron
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;M. Dursus;12;22;0,37;12,37;2;5;0,4;0;2;0;2;3;0,666666667;3;3;1;;;;;;;;9;0;1;1;0;1;1;0;0;2;1;-5;7;8;M. Dursus
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;I. Arrondo;16;3;0,05;16,05;0;3;0;0;0;;0;3;0;1;2;0,5;;;;;;;;1;1;0;1;3;1;0;0;0;1;1;-5;0;9;I. Arrondo
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;M. Ounounou;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;13;M. Ounounou
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;C. Perdriau;4;6;0,1;4,1;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;1;1;0;0;0;0;1;0;0;8;0;14;C. Perdriau
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;L. Lacan;26;8;0,13;26,13;4;11;0,363636364;2;5;0,4;2;6;0,333333333;2;5;0,4;;;;;;;;12;1;2;3;0;3;4;0;0;1;8;-3;6;32;L. Lacan
23-24;1/4 finale Aller;Playoff;Domicile;Defaite;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;19;67;0,28358209;7;35;0,2;12;32;0,375;23;30;0,766666667;;;;;;;;73;19;18;37;12;18;15;1;1;24;24;0;65;;TOTAUX EQUIPE
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;J. Wojta;33;29;0,48;33,48;9;14;0,642857143;7;9;0,777777778;2;5;0,4;3;4;0,75;;;;;;;;23;0;9;9;2;2;4;1;0;4;4;-4;31;2;J. Wojta
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;N. Fofana;25;53;0,88;25,88;4;8;0,5;4;7;0,571428571;0;1;0;0;0;;;;;;;;;8;1;2;3;2;1;0;0;0;1;1;-17;8;7;N. Fofana
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;J. Bailey;26;6;0,1;26,1;6;14;0,428571429;4;9;0,444444444;2;5;0,4;1;1;1;;;;;;;;15;0;3;3;2;2;2;0;0;5;3;-5;12;10;J. Bailey
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;Capitaine;Starter;K. Elenga;23;55;0,92;23,92;2;6;0,333333333;1;2;0,5;1;4;0,25;0;0;;;;;;;;;5;0;1;1;3;1;1;0;0;4;0;-11;5;18;K. Elenga(C)
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;O. Monpierre;19;45;0,75;19,75;1;5;0,2;1;4;0,25;0;1;0;1;2;0,5;;;;;;;;3;1;2;3;6;1;1;0;0;0;1;6;7;31;O. Monpierre
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;A. Merceron;16;23;0,38;16,38;2;4;0,5;2;3;0,666666667;0;1;0;1;1;1;;;;;;;;5;2;2;4;3;1;0;0;0;1;2;9;9;4;A. Merceron
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;M. Dursus;16;34;0,57;16,57;1;3;0,333333333;0;2;0;1;1;1;4;4;1;;;;;;;;7;0;3;3;3;1;0;0;0;1;1;-5;10;8;M. Dursus
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;I. Arrondo;16;24;0,4;16,4;2;3;0,666666667;1;2;0,5;1;1;1;2;2;1;;;;;;;;7;1;1;2;1;1;0;0;0;1;2;-8;8;9;I. Arrondo
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;C. Perdriau;1;45;0,75;1,75;1;1;1;1;1;1;0;0;;1;2;0,5;;;;;;;;3;0;0;0;0;0;0;1;0;0;1;0;3;14;C. Perdriau
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;L. Lacan;19;46;0,77;19,77;5;10;0,5;4;8;0,5;1;2;0,5;4;6;0,666666667;;;;;;;;15;0;2;2;1;3;1;1;0;4;4;-10;10;32;L. Lacan
23-24;1/4 finale Retour;Playoff;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;33;68;0,485294118;25;47;0,531914894;8;21;0,380952381;17;22;0,772727273;;;;;;;;91;5;26;31;23;13;9;3;0;21;19;0;104;;TOTAUX EQUIPE
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Starter;L. Mendez Camps;18;32;0,53;32,53;3;7;0,43;3;5;0,6;0;2;0;0;0;;;;;;;;;6;0;1;1;3;1;0;0;0;0;0;7;5;7;L. Mendez Camps
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Starter;Q. Urbaniak-Dornstauder;12;33;0,55;33,55;1;2;0,5;1;2;0,5;0;0;;0;0;;;;;;;;;2;0;3;3;0;0;1;0;0;1;0;7;5;11;Q. Urbaniak-Dornstauder
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Starter;A. Alston;27;48;0,8;48,8;6;17;0,35;4;8;0,5;2;9;0,22;1;2;0,5;;;;;;;;15;1;1;2;5;4;1;0;0;1;1;16;7;22;A. Alston
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Starter;J. Adams;26;19;0,32;19,32;2;5;0,4;2;3;0,67;0;2;0;6;8;0,75;;;;;;;;10;4;5;9;2;6;0;0;0;1;4;7;10;24;J. Adams
24-25;1;Championat de France;Domicile;Victoire;Tarbes;Capitaine;Starter;E. Tahane(C);31;23;0,38;23,38;4;7;0,57;4;7;0,57;0;0;;2;3;0,67;;;;;;;;10;2;4;6;3;1;1;0;0;3;4;15;15;31;E. Tahane(C)
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Ngo Ndjock;21;33;0,55;33,55;2;5;0,4;1;1;1;1;4;0,25;0;0;;;;;;;;;5;0;1;1;4;2;1;0;0;3;4;-9;6;0;A. Ngo Ndjock
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;A. Merceron;19;44;0,73;44,73;1;2;0,5;1;2;0,5;0;0;;2;2;1;;;;;;;;4;1;4;5;0;1;0;0;1;3;1;12;7;4;A. Merceron
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;M. Dursus;16;11;0,18;11,18;5;7;0,71;4;4;1;1;3;0,33;0;0;;;;;;;;;11;0;1;1;1;1;0;0;0;1;0;10;10;8;M. Dursus
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;O. Diarisso;25;57;0,95;57,95;4;5;0,8;4;5;0,8;0;0;;2;2;1;;;;;;;;10;1;5;6;1;0;1;1;1;0;2;5;18;23;O. Diarisso
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;4;4;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;1;Championat de France;Domicile;Victoire;Tarbes;;Banc;TOTAUX EQUIPE;;;;;28;57;0,49;24;37;0,65;4;20;0,2;13;17;0,76;9;40;10;5;30;14;9;73;9;29;38;19;17;5;1;2;13;16;0;86;0;TOTAUX EQUIPE
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;L. Mendez Camps;19;29;0,48;29,48;3;3;1;2;2;1;1;1;1;0;0;;;;;;;;;7;0;0;0;1;1;1;0;0;0;0;19;8;7;L. Mendez Camps
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;Q. Urbaniak-Dornstauder;16;47;0,78;47,78;0;1;0;0;0;;0;1;0;2;2;1;;;;;;;;2;0;3;3;1;1;1;0;0;0;1;9;5;11;Q. Urbaniak-Dornstauder
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;A. Alston;29;5;0,08;5,08;4;14;0,29;3;10;0,3;1;4;0,25;0;0;;;;;;;;;9;0;1;1;0;4;1;0;3;3;0;18;-3;22;A. Alston
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Starter;J. Adams;30;51;0,85;51,85;4;10;0,4;4;7;0,57;0;3;0;1;2;0,5;;;;;;;;9;0;9;9;7;4;4;3;1;3;3;24;21;24;J. Adams
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;Capitaine;Starter;E. Tahane(C);32;5;0,08;5,08;7;12;0,58;7;12;0,58;0;0;;0;0;;;;;;;;;14;3;5;8;2;2;0;0;1;2;1;21;17;31;E. Tahane(C)
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;A. Ngo Ndjock;23;58;0,97;58,97;2;7;0,29;1;4;0,25;1;3;0,33;0;0;;;;;;;;;5;1;1;2;3;1;0;0;0;4;0;1;4;0;A. Ngo Ndjock
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;A. Merceron;9;9;0,15;9,15;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;0;1;1;0;1;0;0;0;2;0;2;-2;4;A. Merceron
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;M. Dursus;15;17;0,28;17,28;3;8;0,38;3;5;0,6;0;3;0;0;0;;;;;;;;;6;0;2;2;2;1;5;0;1;2;1;-6;9;8;M. Dursus
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;O. Diarisso;22;58;0,97;58,97;5;10;0,5;5;9;0,56;0;1;0;4;4;1;;;;;;;;14;1;8;9;1;0;1;0;0;1;3;12;20;23;O. Diarisso
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;2;7;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;2;Championat de France;Exterieur;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;28;67;0,42;25;51;0,49;3;16;0,19;7;8;0,88;23;44;7;15;25;20;8;66;10;32;42;17;16;13;3;6;17;9;0;85;0;TOTAUX EQUIPE
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;L. Mendez Camps;20;19;0,32;19,32;2;6;0,33;1;2;0,5;1;4;0,25;0;0;;;;;;;;;5;0;0;0;3;2;0;0;0;3;0;-9;2;7;L. Mendez Camps
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;Q. Urbaniak-Dornstauder;15;32;0,53;32,53;2;5;0,4;2;5;0,4;0;0;;1;2;0,5;;;;;;;;5;1;1;2;0;2;0;1;0;1;1;14;2;11;Q. Urbaniak-Dornstauder
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;A. Alston;32;7;0,12;7,12;8;23;0,35;5;12;0,42;3;11;0,27;5;5;1;;;;;;;;24;1;2;3;4;2;1;0;0;2;3;5;15;22;A. Alston
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;J. Adams;34;22;0,37;22,37;5;9;0,56;3;5;0,6;2;4;0,5;3;4;0,75;;;;;;;;15;3;11;14;2;2;4;0;0;2;5;15;28;24;J. Adams
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;Capitaine;Starter;E. Tahane(C);22;4;0,07;4,07;4;6;0,67;4;6;0,67;0;0;;5;6;0,83;;;;;;;;13;4;3;7;1;2;0;0;0;4;4;-7;16;31;E. Tahane(C)
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;A. Ngo Ndjock;32;39;0,65;39,65;2;8;0,25;1;3;0,33;1;5;0,2;2;4;0,5;;;;;;;;7;1;2;3;8;1;0;0;0;4;4;9;9;0;A. Ngo Ndjock
